site           roi   direction          sf
7.0           91.0        30.0      3.4627
7.0           92.0       180.0      6.4342
7.0           93.0       150.0      7.0608
7.0           94.0       180.0      5.6843
7.0           95.0       150.0      7.0608
7.0           96.0       150.0       7.283
7.0           97.0       180.0      5.8631
7.0           98.0       180.0       7.171
7.0           99.0        30.0      3.3571
7.0          100.0       150.0       7.283
7.0          101.0       330.0      2.6202
7.0          102.0       150.0      7.3966
7.0          103.0       180.0      7.7485
7.0          104.0       210.0      2.4249
7.0          105.0       180.0      6.4342
7.0          106.0       180.0      6.6366
7.0          107.0       150.0      8.2437
7.0          108.0       240.0      2.2097
7.0          109.0       180.0       10.24
7.0          110.0       210.0      3.3055
7.0          111.0       120.0       3.684
7.0          112.0       120.0      3.4627
7.0          113.0       150.0      7.3966
7.0          114.0       210.0      3.4095
7.0          115.0       180.0      7.7485
7.0          116.0       180.0      7.5121
7.0          117.0        30.0      3.1069
7.0          118.0       330.0      9.4769
7.0          119.0       150.0      7.9923
7.0          120.0        30.0      3.1554
7.0          121.0       120.0      3.5168
7.0          122.0       240.0      4.5761
7.0          123.0        30.0      3.5716
7.0          124.0        30.0      3.3055
7.0          125.0       120.0      3.4095
7.0          126.0        60.0      3.4627
7.0          127.0       330.0       10.24
7.0          128.0       240.0      3.9807
7.0          129.0         0.0      6.6366
7.0          130.0       240.0      2.7876
7.0          131.0       210.0      2.6202
7.0          132.0       180.0       10.24
7.0          133.0       150.0      7.3966
7.0          134.0       240.0      5.1002
7.0          135.0        60.0      3.1069
7.0          136.0       270.0      3.2046
7.0          137.0       120.0      3.8593
7.0          138.0       180.0      7.7485
7.0          139.0        60.0      7.6294
7.0          140.0       180.0      7.6294
7.0          141.0       150.0       10.24
7.0          142.0       180.0      7.7485
7.0          143.0       240.0      4.7201
7.0          144.0       180.0      7.6294
7.0          145.0       150.0       10.24
7.0          146.0       150.0       10.24
7.0          147.0       150.0       10.24
7.0          148.0       150.0      7.9923
7.0          149.0       240.0      7.6294
7.0          150.0       240.0      2.8754
7.0          151.0       240.0      4.7201
7.0          152.0       240.0      4.9446
7.0          153.0       240.0      4.8686
7.0          154.0        60.0      3.4627
7.0          155.0       150.0      7.9923
7.0          156.0        60.0      3.4095
7.0          157.0         0.0      5.1798
7.0          158.0       150.0      7.9923
7.0          159.0       240.0      4.6476
7.0          160.0       180.0      7.8694
7.0          161.0       270.0      3.4095
7.0          162.0       150.0       10.24
7.0          163.0       240.0      4.1059
7.0          164.0         0.0      5.3428
7.0          165.0       240.0      4.2351
7.0          166.0       240.0      5.0218
7.0          167.0       330.0      5.3428
7.0          168.0       180.0       7.283
7.0          169.0       240.0      4.8686
7.0          170.0        60.0      7.7485
7.0          171.0       150.0       10.24
7.0          172.0       240.0      6.3353
7.0          173.0       330.0       10.24
7.0          174.0       240.0      5.0218
7.0          175.0       210.0       10.24
7.0          176.0       210.0       10.24
7.0          177.0        60.0      7.8694
7.0          178.0        60.0      7.8694
7.0          179.0       150.0      5.4262
7.0          180.0       240.0      5.0218
7.0          181.0        60.0      7.9923
8.0            0.0        60.0      2.5799
8.0            1.0       330.0      2.1757
8.0            2.0       240.0      3.9195
8.0            3.0       240.0      3.6274
8.0            4.0       180.0      2.7448
8.0            5.0       300.0      2.3148
8.0            6.0       300.0      1.8635
8.0            7.0         0.0      3.1069
8.0            8.0       120.0      2.5012
8.0            9.0       270.0      2.2097
8.0           10.0         0.0      3.3055
8.0           11.0        90.0      1.6982
8.0           12.0       300.0      1.6721
8.0           13.0       150.0      2.4628
8.0           14.0        30.0      2.7448
8.0           15.0       240.0      1.5716
8.0           16.0        30.0      2.7448
8.0           17.0        60.0      2.5403
8.0           18.0       300.0      2.5403
8.0           19.0       270.0      1.9826
8.0           20.0       270.0      2.3148
8.0           21.0        30.0      1.6464
8.0           22.0       300.0        0.64
8.0           23.0        30.0      2.2792
8.0           24.0        30.0      2.1423
8.0           25.0         0.0      2.8312
8.0           26.0       210.0       2.077
8.0           27.0       180.0      1.5237
8.0           28.0       300.0        0.64
8.0           29.0       300.0      2.2097
8.0           30.0       120.0      2.4628
8.0           31.0       300.0      1.3254
8.0           32.0       210.0      1.7516
8.0           33.0         0.0      2.7448
8.0           34.0        30.0      2.5799
8.0           35.0       240.0       1.621
8.0           36.0       330.0      2.2097
8.0           37.0         0.0      3.5716
8.0           38.0       180.0      7.8694
8.0           39.0         0.0      2.5403
8.0           40.0         0.0      2.8312
8.0           41.0       330.0      1.6464
8.0           42.0       150.0      3.5168
8.0           43.0         0.0      2.9658
8.0           44.0         0.0      3.9807
8.0           45.0         0.0      3.5716
8.0           46.0       330.0       2.077
8.0           47.0         0.0      2.7876
8.0           48.0         0.0      2.7026
8.0           49.0         0.0      2.6202
8.0           50.0       150.0      2.6202
8.0           51.0         0.0      2.5403
8.0           52.0         0.0      3.4627
8.0           53.0       330.0      1.9222
8.0           54.0         0.0      3.3055
8.0           55.0         0.0      2.7876
8.0           56.0         0.0       10.24
8.0           57.0         0.0       3.684
8.0           58.0       330.0       2.045
8.0           59.0         0.0      3.1069
8.0           60.0       150.0      3.9807
8.0           61.0       240.0      1.3254
8.0           62.0         0.0      2.7876
8.0           63.0       210.0      3.8593
8.0           64.0         0.0      3.5168
8.0           65.0        90.0      3.6274
8.0           66.0       210.0      3.5168
8.0           67.0         0.0      2.7448
8.0           68.0         0.0      2.9658
8.0           69.0       120.0      3.6274
8.0           70.0       150.0      5.1798
8.0           71.0         0.0      4.2351
8.0           72.0       150.0      5.3428
8.0           73.0         0.0      3.9807
8.0           74.0       210.0      1.3671
8.0           75.0       330.0       2.045
8.0           76.0       180.0      7.5121
8.0           77.0       330.0       2.045
8.0           78.0       180.0       7.283
8.0           79.0       210.0      1.4545
8.0           80.0       150.0       10.24
8.0           81.0       180.0       7.171
8.0           82.0       210.0      4.3012
8.0           83.0       240.0      1.2652
8.0           84.0       150.0       10.24
8.0           85.0         0.0      3.7415
8.0           86.0       330.0      7.5121
8.0           87.0       180.0      7.3966
8.0           88.0       150.0      3.1069
8.0           89.0       150.0      5.5109
8.0           90.0       330.0      7.3966
8.0           91.0       180.0       7.171
8.0           92.0       210.0      3.9195
8.0           93.0       330.0      7.3966
8.0           94.0       330.0      7.6294
8.0           95.0       330.0      7.6294
8.0           96.0       210.0       3.684
8.0           97.0       210.0       3.684
8.0           98.0       120.0      2.5799
8.0           99.0       210.0      1.8926
8.0          100.0       330.0       7.283
8.0          101.0       330.0      7.5121
8.0          102.0       120.0      2.5799
8.0          103.0       150.0       10.24
8.0          104.0       240.0      3.5168
8.0          105.0        60.0      2.5403
8.0          106.0        30.0      2.5012
8.0          107.0       210.0      3.7999
8.0          108.0       120.0      2.6202
8.0          109.0       120.0       10.24
8.0          110.0       270.0      4.8686
8.0          111.0         0.0      6.7402
8.0          112.0       240.0      3.5716
8.0          113.0       240.0      3.5716
8.0          114.0       240.0      3.2046
8.0          115.0         0.0      3.3055
8.0          116.0        90.0      1.2458
8.0          117.0       270.0      4.8686
8.0          118.0       270.0      0.9427
8.0          119.0        60.0      2.6611
8.0          120.0        90.0       10.24
8.0          121.0       240.0       3.684
8.0          122.0       150.0      7.5121
8.0          123.0       150.0      6.7402
8.0          124.0       240.0      3.3055
